id,ref,name
residence_833,833,"OUZGUITA"
residence_834,834,"BRASILIA"
residence_835,835,"BRUXELLES"
residence_836,836,"BUCAREST"
residence_837,837,"CONAKRY"
residence_838,838,"COPENHAGUE"
residence_839,839,"DAKAR"
residence_840,840,"DAMAS"
residence_841,841,"DJEDDAH"
residence_842,842,"MARCHOUCH"
residence_843,843,"GENEVE"
residence_844,844,"ISLAMABAD"
residence_845,845,"KHARTOUM"
residence_846,846,"KINSHASSA"
residence_847,847,"KOWEIT"
residence_848,848,"LAHAYE"
residence_849,849,"LA HAVAN"
residence_850,850,"OULAD HCINE"
residence_851,851,"OULAD HAMDANE"
residence_852,852,"BNI HILAL"
residence_853,853,"SANIAT BERGUIG"
residence_854,854,"LAGOS"
residence_855,855,"LE CAIRE"
residence_856,856,"LIBREVILLE"
residence_857,857,"LISBONNE"
residence_858,858,"LONDRES"
residence_859,859,"MADRID"
residence_860,860,"OUAOULA"
residence_861,861,"TIFNI"
residence_862,862,"MOSCOU"
residence_863,863,"NEW_DELHI"
residence_864,864,"NEW_WORK"
residence_865,865,"NOUAKCHOTT"
residence_866,866,"OTAWA"
residence_867,867,"PEKIN"
residence_868,868,"QATAR"
residence_869,869,"ROME"
residence_870,870,"BNI ZRANTEL"
residence_871,871,"EL FOQRA"
residence_872,872,"SOUALEM"
residence_873,873,"OULAD BOUGHADI"
residence_874,874,"OULAD AZZOUZ"
residence_875,875,"OULAD BOUALI LOUED"
residence_876,876,"AIN NZARH"
residence_877,877,"TEHERAN"
residence_878,878,"TOKYO"
residence_879,879,"TRIPOLI"
residence_880,880,"LAGHNIMYINE"
residence_881,881,"OULAD GNAOU"
residence_882,882,"TUNIS"
residence_883,883,"VARSOVIE"
residence_884,884,"LAGFAF"
residence_885,885,"WASHINGTON"
residence_886,886,"MJATT -HAD-"
residence_887,887,"ANEZI"
residence_888,888,"OUAD EL-HASSAR"
residence_889,889,"MRIZIGUE"
residence_890,890,"FDALATE"
residence_891,891,"YAOUNDE"
residence_892,892,"BNI AMIR"
residence_893,893,"NOUACEUR"
residence_894,894,"AFOURAR"
residence_895,895,"AMESTERDAM"
residence_896,896,"OULAD AMEUR"
residence_897,897,"ANVERS"
residence_898,898,"BARCELONE"
residence_899,899,"AIT AATAB"
residence_900,900,"AGADIR"
residence_901,901,"AGAFAYE"
residence_902,902,"TNINE AGLOU"
residence_903,903,"IDA-OU-GARANE"
residence_904,904,"TAGMOUT"
residence_905,905,"AIT BA-AMRANE"
residence_906,906,"ISSAFEN"
residence_907,907,"AIT ABDALLAH"
residence_908,908,"AIT MELLOUL"
residence_909,909,"AKKA"
residence_910,910,"OULAD SAID"
residence_911,911,"AIT OUADRIM"
residence_912,912,"BASTIA"
residence_913,913,"AOULOUZ"
residence_914,914,"BOBIGNY"
residence_915,915,"ARGANA"
residence_916,916,"BORDEAUX"
residence_917,917,"HILALA"
residence_918,918,"AIT BAHA"
residence_919,919,"BENSERGAOU"
residence_920,920,"DREIDE"
residence_921,921,"BOUIZAKARNE"
residence_922,922,"MSEID"
residence_923,923,"ZAG"
residence_924,924,"FAM EL HISN"
residence_925,925,"GUELMIM"
residence_926,926,"GLALCHA"
residence_927,927,"TAN-TAN"
residence_928,928,"IDA-OU-NADIF"
residence_929,929,"IGOUDAR"
residence_930,930,"IDA-OU-AISSI"
residence_931,931,"DUSSELDORF"
residence_932,932,"IMMOUZER IDA-OU-TANANE"
residence_933,933,"INEZGANE"
residence_934,934,"IRHERM"
residence_935,935,"EL MAADER EL KABIR"
residence_936,936,"OULAD DAHOU"
residence_937,937,"MASSA"
residence_938,938,"MIRLEFT"
residence_939,939,"OUIJJANE"
residence_940,940,"OULAD AISSA"
residence_941,941,"TAFRAOUT"
residence_942,942,"TAMRI"
residence_943,943,"TALAINT"
residence_944,944,"TAMAINT"
residence_945,945,"LAKHSAS"
residence_946,946,"TANALT"
residence_947,947,"ABTEH"
residence_948,948,"TIGHMI"
residence_949,949,"TAGHJIJT"
residence_950,950,"TAROUDANNT"
residence_951,951,"TATA"
residence_952,952,"DCHEIRA EL JIHADIA"
residence_953,953,"TISSINT"
residence_954,954,"TIZNIT"
residence_955,955,"TIFERLAL"
residence_956,956,"TAFINGOULT"
residence_957,957,"IFRANE ATLAS SAGHIR"
residence_958,958,"IDA-OUGNIDIF"
residence_959,959,"TARHZAOUTE"
residence_960,960,"CHTOUKA"
residence_961,961,"ARBAA SAHEL"
residence_962,962,"FRANCFORT"
residence_963,963,"BIOUGRA"
residence_964,964,"LAS-PALMAS"
residence_965,965,"LIEGE"
residence_966,966,"AIN CHAIB"
residence_967,967,"OULAD TEIMA"
residence_968,968,"OULAD BERREHIL"
residence_969,969,"LILLE"
residence_970,970,"LYON"
residence_971,971,"TIKIOUINE"
residence_972,972,"TIGHIRT"
residence_973,973,"MALAGA"
residence_974,974,"MENIZLA -HAD-"
residence_975,975,"MARSEILLE"
residence_976,976,"TALGJOUNT"
residence_977,977,"TARFAYA"
residence_978,978,"SIDI IFNI"
residence_979,979,"TASSRIRT"
residence_980,980,"PARIS"
residence_981,981,"TIOUT"
residence_982,982,"ARBAA RASMOUKA"
residence_983,983,"TARGA-NTOUCHKA"
residence_984,984,"IMOULASS -HAD-"
residence_985,985,"NANTERRE"
residence_986,986,"SIDI MOUSSA"
residence_987,987,"KSABI"
residence_988,988,"EL GUERDANE"
residence_989,989,"ORAN"
residence_990,990,"TANGER"
residence_991,991,"ETRANGER"
residence_992,992,"ROTTERDAM"
residence_993,993,"LARACHE"
residence_994,994,"SIDI_BEL_ABBES"
residence_995,995,"STRASBOURG"
residence_996,996,"TETOUAN"
residence_997,997,"TEMSAMANE"
residence_998,998,"BOUGDOUR"
